player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins,kdr,impact_score,survival_rate,assist_contribution,opening_duel_win_rate,consistency_score,performance_index,performance_encoded,performance_category
snazezy,Monte,Argentina,299,8073,4423.0,5604,1138,34.4,0.55,0.69,0.14,60.6,0.94,30,45,6,0.7893,0.3453,0.3058,0.2029,0.4,0.7769,0.2326,0,Low
crume0,Vitality,Germany,191,4775,3043.0,3746,538,33.6,0.64,0.78,0.11,68.9,0.89,27,24,6,0.8123,0.3919,0.2155,0.1467,0.5294,0.6094,0.2389,0,Low
Xops,Eternal Fire,United States,384,10368,6218.0,6704,1853,39.9,0.6,0.65,0.18,72.8,0.93,29,36,27,0.9275,0.39,0.3534,0.2308,0.4462,0.7422,0.3134,1,Medium
Xentus,BIG,Poland,104,2496,1335.0,1932,430,31.5,0.53,0.77,0.17,65.5,0.88,11,21,4,0.691,0.3452,0.226,0.2429,0.3438,0.5777,0.167,0,Low
snion,Monte,Denmark,380,9500,6160.0,5957,1962,37.8,0.65,0.63,0.21,85.0,0.98,43,34,20,1.0341,0.4382,0.3729,0.2442,0.5584,0.9227,0.383,1,Medium
Zyre0,Liquid,Ukraine,286,6292,5324.0,3462,754,65.10000000000001,0.85,0.55,0.12,96.2,1.22,52,22,21,1.5378,0.5489,0.4498,0.1237,0.7027,0.2893,0.8297,2,High
Prvenie,ENCE,China,212,5512,4392.0,2975,400,52.2,0.8,0.54,0.07,83.2,1.29,28,21,8,1.4763,0.4911,0.4603,0.0805,0.5714,0.114,0.7457,2,High
Nonga,TYLOO,Ukraine,244,5856,4102.0,3493,740,50.5,0.7,0.6,0.13,71.3,1.09,13,17,12,1.1743,0.4133,0.4035,0.1566,0.4333,0.6746,0.5179,2,High
Swazeoo,Vitality,Kazakhstan,144,3600,1933.0,2625,436,39.7,0.54,0.73,0.12,69.8,0.83,18,26,6,0.7364,0.3661,0.2708,0.1818,0.4091,0.4274,0.207,0,Low
grong1,Eternal Fire,Ukraine,487,11688,9512.0,5948,1257,49.1,0.81,0.51,0.11,83.1,1.28,70,53,42,1.5992,0.5071,0.4911,0.1196,0.5691,0.1379,0.7565,2,High
nolt,G2,Netherlands,394,10638,6475.0,7151,1512,47.4,0.61,0.67,0.14,58.1,0.8,56,45,18,0.9055,0.3746,0.3278,0.1867,0.5545,0.3431,0.2677,0,Low
Claze1,Vitality,Latvia,230,6210,4181.0,3899,723,37.4,0.67,0.63,0.12,71.6,1.1,18,23,16,1.0723,0.4112,0.3721,0.1519,0.439,0.6417,0.4335,1,Medium
drost0,Vitality,Denmark,341,8184,4539.0,5204,834,44.3,0.55,0.64,0.1,71.8,0.82,41,45,17,0.8722,0.3821,0.3641,0.1538,0.4767,0.3988,0.2616,0,Low
Prelter,Monte,Russia,180,3600,2952.0,1983,369,62.1,0.82,0.55,0.1,95.6,1.2,23,8,23,1.4887,0.5333,0.4492,0.1087,0.7419,0.3431,0.7827,2,High
Stion1,Navi,Estonia,318,8268,6168.0,4861,1227,54.1,0.75,0.59,0.15,70.2,0.91,17,21,13,1.2689,0.4259,0.4121,0.1667,0.4474,0.6746,0.4645,2,High
snosty,Cloud9,Estonia,311,7153,3133.0,4878,941,47.4,0.44,0.68,0.13,78.6,0.91,41,42,19,0.6423,0.3633,0.318,0.2281,0.494,0.6746,0.2738,0,Low
Snlexy,MOUZ,China,314,7222,4408.0,4870,1445,53.7,0.61,0.67,0.2,75.7,1.0,23,40,21,0.9051,0.3957,0.3257,0.2469,0.3651,1.0,0.4263,1,Medium
Cryreie,SAW,Bosnia,415,9130,6759.0,5695,1612,41.1,0.74,0.62,0.18,78.3,1.06,41,59,24,1.1868,0.45,0.3762,0.1957,0.41,0.7769,0.4798,2,High
nerg9,TheMongolz,Czech Republic,231,5775,4195.0,3149,382,60.9,0.73,0.55,0.07,93.7,1.33,33,18,23,1.3322,0.502,0.4547,0.0875,0.6471,0.0221,0.7973,2,High
Grarny,paiN,China,266,5852,3414.0,4185,542,44.6,0.58,0.72,0.09,71.8,0.86,22,35,10,0.8158,0.3719,0.2849,0.1343,0.386,0.516,0.2678,0,Low
skarkie,FaZe,Denmark,332,8300,5229.0,5372,1249,35.7,0.63,0.65,0.15,68.9,0.96,29,31,13,0.9734,0.3895,0.3528,0.1923,0.4833,0.8484,0.3148,1,Medium
Nadea,TYLOO,Kazakhstan,68,1700,1148.0,1233,262,40.0,0.68,0.73,0.15,68.0,0.74,12,8,4,0.9311,0.4199,0.2747,0.1807,0.6,0.1867,0.2324,0,Low
Stenty,paiN,United States,122,3172,2449.0,2010,531,36.6,0.77,0.63,0.17,79.7,1.07,6,13,7,1.2184,0.4483,0.3663,0.1809,0.3158,0.7422,0.4652,2,High
Flisk1,Virtus.pro,Australia,227,5675,2844.0,3988,646,46.8,0.5,0.7,0.11,68.3,0.85,32,34,9,0.7131,0.3578,0.2973,0.1803,0.4848,0.4859,0.2461,0,Low
zant1,BIG,Netherlands,138,3312,1770.0,2268,535,48.1,0.53,0.68,0.16,66.7,0.77,18,11,6,0.7804,0.3635,0.3152,0.2319,0.6207,0.263,0.2252,0,Low
Cladeo,Spirit,Denmark,420,10080,6460.0,6239,1671,50.8,0.64,0.62,0.17,78.8,0.99,30,38,26,1.0354,0.4147,0.3811,0.2099,0.4412,0.961,0.4417,1,Medium
stiskus,FaZe,Sweden,202,4646,3928.0,3037,418,62.6,0.85,0.65,0.09,90.9,1.32,32,13,40,1.2934,0.5411,0.3463,0.0957,0.7111,0.0446,0.8227,2,High
Triskzy,SAW,Poland,231,5544,3550.0,3770,558,34.0,0.64,0.68,0.1,67.4,0.77,22,23,4,0.9416,0.3852,0.32,0.1351,0.4889,0.263,0.193,0,Low
darka,Vitality,Finland,219,5475,5060.0,3381,448,53.0,0.905,0.62,0.08,75.1,1.1,24,13,25,1.4966,0.5042,0.3825,0.0812,0.6486,0.6417,0.6592,2,High
shyrei,NIP,Estonia,107,2568,1553.0,1691,254,40.0,0.6,0.66,0.1,66.2,0.77,13,16,2,0.9184,0.3796,0.3415,0.1429,0.4483,0.263,0.2173,0,Low
Snuno0,OG,Argentina,178,5162,2929.0,3540,733,50.2,0.57,0.69,0.14,61.1,0.94,20,22,8,0.8274,0.359,0.3142,0.1972,0.4762,0.7769,0.3344,1,Medium
xostix,TYLOO,China,199,4179,2470.0,2846,386,35.2,0.59,0.68,0.09,71.1,0.9,20,29,9,0.8679,0.3831,0.319,0.1324,0.4082,0.6417,0.2562,0,Low
Doltus,OG,Brazil,442,10166,8624.0,4991,787,61.3,0.85,0.49000000000000005,0.08,86.8,1.34,70,49,42,1.7279,0.5334,0.509,0.086,0.5882,0.0,0.8967,2,High
stost5s,TheMongolz,Bosnia,319,7656,4757.0,5501,836,52.3,0.62,0.72,0.11,64.6,0.94,31,35,20,0.8648,0.3769,0.2815,0.1507,0.4697,0.7769,0.3652,1,Medium
Claze9,Lynn Vision,Belgium,428,9844,6714.0,6274,1142,47.1,0.68,0.64,0.12,74.5,1.01,28,48,25,1.0701,0.4141,0.3627,0.15,0.3684,0.961,0.4383,1,Medium
flodo0,Imperial,Mongolia,299,8073,4540.0,5939,1081,51.8,0.56,0.74,0.13,57.8,0.88,49,23,7,0.7644,0.3541,0.2643,0.1884,0.6806,0.5777,0.2957,0,Low
Clantus,MIBR,United States,282,6486,3795.0,4958,908,36.5,0.59,0.76,0.14,66.2,0.88,35,48,6,0.7654,0.3676,0.2356,0.1918,0.4217,0.5777,0.2232,0,Low
Granty,ENCE,Mongolia,93,2232,1469.0,1441,247,38.3,0.66,0.65,0.11,71.9,1.04,8,5,4,1.0194,0.4048,0.3544,0.1429,0.6154,0.8484,0.3917,1,Medium
Snosta,TYLOO,Kazakhstan,218,5232,3148.0,3850,779,44.3,0.6,0.74,0.15,65.6,0.85,35,30,0,0.8177,0.3773,0.2641,0.2,0.5385,0.4859,0.265,0,Low
sholtus,Eternal Fire,Czech Republic,216,5616,4071.0,3420,899,44.8,0.72,0.61,0.16,71.3,1.08,16,22,13,1.1904,0.4251,0.391,0.1818,0.4211,0.7081,0.4931,2,High
snodo9,MOUZ,Australia,295,6785,4341.0,4453,1073,37.7,0.64,0.66,0.16,72.2,1.06,27,32,15,0.9748,0.4009,0.3437,0.2,0.4576,0.7769,0.3888,1,Medium
Xiko5s,Virtus.pro,Turkey,262,7074,4608.0,5016,904,36.1,0.65,0.71,0.13,72.6,0.79,42,23,10,0.9187,0.415,0.2909,0.1667,0.6462,0.316,0.233,0,Low
flarn3r,G2,Kazakhstan,429,11154,7780.0,6231,1682,49.8,0.7,0.56,0.15,69.7,0.93,44,40,30,1.2486,0.4295,0.4414,0.1765,0.5238,0.7422,0.4514,2,High
xantix,Virtus.pro,Kazakhstan,113,2825,1977.0,1671,178,50.0,0.7,0.59,0.06,73.6,1.17,15,8,8,1.1831,0.442,0.4085,0.0789,0.6522,0.4274,0.5814,2,High
Dryre4k,TYLOO,Latvia,217,5859,3927.0,4052,642,38.6,0.67,0.69,0.11,63.4,1.02,33,22,8,0.9692,0.4023,0.3084,0.141,0.6,0.9227,0.3718,1,Medium
frion9,Imperial,Germany,86,2150,961.0,1468,239,43.0,0.45,0.68,0.11,67.6,0.76,9,12,1,0.6546,0.3301,0.3172,0.1964,0.4286,0.2372,0.146,0,Low
pruno9,OG,Czech Republic,156,4212,2657.0,2489,644,46.5,0.63,0.59,0.15,64.8,1.02,13,11,10,1.0675,0.39,0.4091,0.1923,0.5417,0.9227,0.4225,1,Medium
brrixi,Cloud9,Ukraine,385,9240,6318.0,6081,1454,46.9,0.68,0.66,0.16,70.9,0.93,23,49,12,1.039,0.3994,0.3419,0.1905,0.3194,0.7422,0.3774,1,Medium
prrix,Monte,Denmark,257,6939,4396.0,4621,640,37.0,0.63,0.67,0.09,67.6,1.0,27,38,15,0.9513,0.3922,0.3341,0.125,0.4154,1.0,0.3418,1,Medium
blikoy,Fnatic,Latvia,299,7475,5086.0,5112,1089,46.1,0.68,0.68,0.15,60.1,0.98,27,25,14,0.9949,0.3858,0.3161,0.1807,0.5192,0.9227,0.3828,1,Medium
nadeoo,MIBR,China,283,7358,4447.0,5402,858,47.2,0.6,0.73,0.12,57.1,0.79,33,42,13,0.8232,0.3572,0.2658,0.1667,0.44,0.316,0.2341,0,Low
skelt0,TYLOO,Poland,101,2424,1763.0,1510,454,52.5,0.73,0.62,0.19,75.0,1.07,10,7,7,1.1675,0.4421,0.3771,0.2065,0.5882,0.7422,0.5376,2,High
Trodo0,MIBR,Belgium,241,5302,3252.0,3576,958,38.2,0.61,0.67,0.18,60.8,0.83,12,28,6,0.9094,0.3538,0.3255,0.2278,0.3,0.4274,0.22,0,Low
Shadei,SAW,Poland,166,3486,2691.0,2117,351,58.0,0.77,0.61,0.1,77.3,1.34,19,13,14,1.2711,0.4659,0.3927,0.1149,0.5938,0.0,0.7502,2,High
Grinka,MOUZ,Latvia,403,10478,6414.0,6977,1615,52.2,0.61,0.67,0.15,60.8,1.08,32,25,27,0.9193,0.3675,0.3341,0.1974,0.5614,0.7081,0.4439,1,Medium
glyreoo,OG,Poland,223,5798,3439.0,4512,604,29.9,0.59,0.78,0.1,71.1,0.91,36,28,8,0.7622,0.3869,0.2218,0.1449,0.5625,0.6746,0.2175,0,Low
clost1,G2,Bosnia,393,10218,6857.0,6305,1522,48.5,0.67,0.62,0.15,69.9,0.94,37,38,21,1.0875,0.4104,0.383,0.1829,0.4933,0.7769,0.4079,1,Medium
Clrix0,Imperial,Mongolia,263,6838,5608.0,4484,519,63.4,0.82,0.66,0.08,93.9,1.1,52,16,37,1.2507,0.5383,0.3443,0.0889,0.7647,0.6417,0.6973,2,High
Xaze7,Vitality,United States,415,11620,8222.0,7267,1407,39.9,0.71,0.63,0.12,66.0,1.08,47,44,26,1.1314,0.4197,0.3746,0.1446,0.5165,0.7081,0.4525,2,High
flusho,Virtus.pro,Finland,213,4686,2456.0,3154,782,41.8,0.52,0.67,0.17,70.9,0.8,25,36,12,0.7787,0.3686,0.3269,0.2464,0.4098,0.3431,0.211,0,Low
Zell7,ENCE,Australia,364,10192,6471.0,6193,1897,49.3,0.63,0.61,0.19,79.4,1.1,31,31,4,1.0449,0.4097,0.3924,0.2317,0.5,0.6417,0.4918,2,High
frisk7,G2,Finland,147,3675,3178.0,1997,473,51.9,0.87,0.54,0.13,90.2,1.28,15,13,11,1.5914,0.5241,0.4566,0.13,0.5357,0.1379,0.7827,2,High
snazeus,Astralis,Finland,242,5808,3522.0,4423,592,33.0,0.61,0.76,0.1,63.3,0.82,27,45,8,0.7963,0.3665,0.2385,0.1408,0.375,0.3988,0.1761,0,Low
gllexx,OG,Poland,326,7824,4804.0,5044,1260,49.2,0.61,0.64,0.16,68.0,0.96,22,17,13,0.9524,0.3779,0.3553,0.2078,0.5641,0.8484,0.3754,1,Medium
Nush5s,paiN,United States,133,3192,2621.0,1593,196,41.5,0.82,0.5,0.06,88.3,1.1,14,15,10,1.6453,0.5102,0.5009,0.0682,0.4828,0.6417,0.6274,2,High
trveni,Virtus.pro,Estonia,232,6032,5244.0,3761,687,53.0,0.87,0.62,0.11,88.0,1.11,25,24,28,1.3943,0.52,0.3765,0.1122,0.5102,0.6094,0.6583,2,High
Glodo9,BIG,Finland,155,4340,2924.0,3243,405,39.1,0.67,0.75,0.09,52.1,0.91,22,16,4,0.9016,0.3696,0.2528,0.1184,0.5789,0.6746,0.2788,0,Low
skven3r,SAW,Canada,232,6032,4175.0,3725,930,48.7,0.69,0.62,0.15,73.8,0.96,18,20,6,1.1208,0.4159,0.3825,0.1786,0.4737,0.8484,0.4297,1,Medium
frunoie,Fnatic,China,361,9386,7894.0,5295,849,61.2,0.84,0.56,0.09,98.1,1.22,41,28,38,1.4908,0.5364,0.4359,0.0968,0.5942,0.2893,0.7914,2,High
Stost7,OG,Mongolia,168,4032,2194.0,2717,609,43.5,0.54,0.67,0.15,64.8,0.91,25,34,11,0.8075,0.3716,0.3261,0.2174,0.4237,0.6746,0.2876,0,Low
Prazei,Monte,Belgium,298,7748,7043.0,5105,651,58.4,0.905,0.66,0.08,83.5,1.33,50,13,23,1.3796,0.526,0.3411,0.0812,0.7937,0.0221,0.8096,2,High
Gladezy,ENCE,Netherlands,339,8814,6423.0,6699,1038,35.5,0.73,0.76,0.12,52.8,0.77,37,31,15,0.9588,0.3825,0.24,0.1412,0.5441,0.263,0.2021,0,Low
Swionie,BIG,Germany,404,9292,6077.0,5862,1180,49.0,0.65,0.63,0.13,69.6,1.02,22,20,20,1.0367,0.3922,0.3691,0.1667,0.5238,0.9227,0.4323,1,Medium
blinkoo,G2,Bosnia,402,10050,9256.0,4615,1582,58.5,0.905,0.49000000000000005,0.16,81.2,1.34,59,31,39,2.0056,0.5361,0.5408,0.1502,0.6556,0.0,0.9319,2,High
Drulfer,paiN,United States,345,7935,4726.0,5967,788,44.4,0.6,0.75,0.1,67.1,0.84,50,58,13,0.792,0.3811,0.248,0.1429,0.463,0.4564,0.2584,0,Low
drade1,Astralis,Norway,337,9436,6264.0,5670,1022,30.6,0.66,0.6,0.11,68.0,0.84,37,59,21,1.1048,0.4108,0.3991,0.1429,0.3854,0.4564,0.26,0,Low
bliko3r,MIBR,Mongolia,309,8034,4616.0,5990,1173,49.7,0.57,0.75,0.15,76.1,0.97,36,57,24,0.7706,0.389,0.2544,0.2083,0.3871,0.8852,0.36,1,Medium
Zark9,Vitality,Czech Republic,177,4071,2733.0,2954,488,36.3,0.67,0.73,0.12,74.9,0.89,23,25,1,0.9252,0.4111,0.2744,0.1519,0.4792,0.6094,0.2871,0,Low
Prarki,OG,Russia,267,7209,4279.0,4969,540,40.7,0.59,0.69,0.08,63.4,0.88,16,35,8,0.8611,0.3543,0.3107,0.1194,0.3137,0.5777,0.2528,0,Low
noltzy,NIP,Argentina,193,5211,3762.0,3649,849,36.8,0.72,0.7,0.16,77.2,1.04,15,22,15,1.031,0.4315,0.2998,0.1818,0.4054,0.8484,0.4051,1,Medium
Shodoix,Liquid,Poland,103,2575,1372.0,1824,155,36.5,0.53,0.71,0.06,69.1,0.81,14,12,7,0.7522,0.3704,0.2917,0.1017,0.5385,0.3707,0.1846,0,Low
zelt3r,TYLOO,Netherlands,214,4494,1970.0,3224,686,44.0,0.44,0.72,0.15,75.2,0.89,19,16,3,0.611,0.3347,0.2826,0.2542,0.5429,0.6094,0.2183,0,Low
Stodo4k,NIP,Canada,112,2240,2001.0,1389,366,54.5,0.89,0.62,0.16,81.1,1.29,16,9,15,1.4406,0.523,0.3799,0.1524,0.64,0.114,0.7751,2,High
Prioni,ENCE,China,222,5772,3490.0,3942,739,45.4,0.6,0.68,0.13,64.7,0.87,33,32,11,0.8853,0.386,0.317,0.1781,0.5077,0.5466,0.3,1,Medium
kulf7,Astralis,Sweden,434,9548,6119.0,5275,1442,39.0,0.64,0.55,0.15,82.6,0.88,28,49,21,1.16,0.4256,0.4475,0.1899,0.3636,0.5777,0.3476,1,Medium
Stant5s,ENCE,Czech Republic,142,3408,1858.0,2457,420,47.5,0.55,0.72,0.12,60.3,0.87,19,16,2,0.7562,0.3492,0.279,0.1791,0.5429,0.5466,0.262,0,Low
Narki,TheMongolz,Finland,461,11525,8497.0,6991,1207,51.8,0.74,0.61,0.1,97.5,1.27,70,44,42,1.2154,0.5076,0.3934,0.119,0.614,0.1621,0.6992,2,High
Clost5s,TYLOO,Australia,366,9882,5102.0,6552,1802,46.3,0.52,0.66,0.18,70.3,1.04,21,23,27,0.7787,0.356,0.337,0.2571,0.4773,0.8484,0.3574,1,Medium
flell9,SAW,Argentina,409,9816,8120.0,5603,937,56.7,0.83,0.57,0.1,88.1,1.32,70,30,27,1.4492,0.5209,0.4292,0.1075,0.7,0.0446,0.8033,2,High
Skiona,Eternal Fire,China,322,8372,7519.0,5691,719,56.8,0.9,0.68,0.09,97.0,1.23,32,29,22,1.3212,0.5311,0.3202,0.0909,0.5246,0.263,0.7398,2,High
shostzy,BIG,Latvia,287,6314,4025.0,4332,1480,52.8,0.64,0.69,0.23,67.2,1.05,28,33,26,0.9291,0.3954,0.3139,0.2644,0.459,0.8123,0.4528,2,High
Glolt4k,MOUZ,France,97,2425,1356.0,1651,278,43.0,0.56,0.68,0.11,69.5,0.8,13,15,6,0.8213,0.3818,0.3192,0.1642,0.4643,0.3431,0.2345,0,Low
bliska,Cloud9,France,192,4800,3040.0,2784,1090,44.7,0.63,0.58,0.23,69.3,0.99,14,22,12,1.092,0.3972,0.42,0.2674,0.3889,0.961,0.4059,1,Medium
sharn7,Eternal Fire,Argentina,62,1798,1198.0,1258,298,40.7,0.67,0.7,0.17,54.9,0.89,10,11,2,0.9523,0.386,0.3003,0.2024,0.4762,0.6094,0.2972,1,Medium
dinkzy,NIP,Canada,286,6578,3976.0,4588,966,54.0,0.6,0.7,0.15,71.6,0.89,42,43,8,0.8666,0.3941,0.3025,0.2,0.4941,0.6094,0.3599,1,Medium
Kerg,NIP,France,287,6888,4082.0,4896,922,43.5,0.59,0.71,0.13,62.3,1.0,21,28,5,0.8337,0.3515,0.2892,0.1806,0.4286,1.0,0.3267,1,Medium
grost1,Heroic,Ukraine,398,9154,4403.0,6286,1299,33.9,0.48,0.69,0.14,59.3,0.84,21,55,23,0.7004,0.3155,0.3133,0.2258,0.2763,0.4564,0.138,0,Low
xark,Virtus.pro,France,266,5852,3179.0,4275,938,47.9,0.54,0.73,0.16,62.0,0.75,41,32,13,0.7436,0.3589,0.2695,0.2286,0.5616,0.2118,0.2034,0,Low
drushz,TYLOO,Belgium,324,8424,4839.0,6101,979,36.5,0.57,0.72,0.12,60.7,0.89,39,29,21,0.7931,0.3602,0.2758,0.1739,0.5735,0.6094,0.2281,0,Low
nink4k,Heroic,Poland,382,9932,5682.0,7521,865,43.4,0.57,0.76,0.09,74.8,0.91,42,59,12,0.7555,0.3768,0.2428,0.1364,0.4158,0.6746,0.2818,0,Low
skelloo,Vitality,Brazil,290,6670,2915.0,4587,816,32.8,0.44,0.69,0.12,62.6,1.02,35,43,14,0.6355,0.3256,0.3123,0.2143,0.4487,0.9227,0.2266,0,Low
Styrezy,Spirit,China,309,7725,5029.0,4758,1271,44.9,0.65,0.62,0.16,70.9,0.99,18,22,9,1.057,0.3937,0.3841,0.1975,0.45,0.961,0.3984,1,Medium
swulfi,OG,Ukraine,279,5580,4090.0,3702,1017,40.6,0.73,0.66,0.18,50.1,0.97,32,32,10,1.1048,0.3873,0.3366,0.1978,0.5,0.8852,0.3679,1,Medium
Snentoo,OG,Mongolia,140,3780,2378.0,2588,605,43.6,0.63,0.68,0.16,68.6,0.93,14,17,9,0.9189,0.3928,0.3153,0.2025,0.4516,0.7422,0.3339,1,Medium
narnoo,FaZe,Mongolia,97,2522,1521.0,1784,356,48.1,0.6,0.71,0.14,64.9,0.85,9,14,2,0.8526,0.3651,0.2926,0.1892,0.3913,0.4859,0.2827,0,Low
Clace1,MIBR,Brazil,273,6279,3412.0,4456,765,40.3,0.54,0.71,0.12,50.7,0.81,37,25,1,0.7657,0.3268,0.2903,0.1818,0.5968,0.3707,0.1757,0,Low
zink1,Astralis,Kazakhstan,307,7061,3946.0,5513,973,43.1,0.56,0.78,0.14,66.4,0.82,43,36,17,0.7158,0.3661,0.2192,0.2,0.5443,0.3988,0.2162,0,Low
Swlexx,Spirit,Germany,192,4032,2571.0,2522,346,39.1,0.64,0.63,0.09,71.7,0.82,18,26,5,1.0194,0.3997,0.3745,0.1233,0.4091,0.3988,0.272,0,Low
swello,Eternal Fire,Argentina,270,7020,4557.0,5379,936,47.3,0.65,0.77,0.13,65.3,0.83,25,51,10,0.8472,0.3773,0.2338,0.1667,0.3289,0.4274,0.2754,0,Low
dush0,Monte,Netherlands,229,5725,3138.0,3762,781,38.5,0.55,0.66,0.14,68.5,0.83,20,40,13,0.8341,0.3663,0.3429,0.2029,0.3333,0.4274,0.2176,0,Low
Drodo0,Navi,Sweden,149,3576,2330.0,2128,516,49.9,0.65,0.6,0.14,79.8,1.07,9,12,5,1.0949,0.4147,0.4049,0.1772,0.4286,0.7422,0.491,2,High
Stiko,BIG,Turkey,356,8544,4655.0,5535,1321,47.1,0.54,0.65,0.15,55.1,0.86,55,57,29,0.841,0.358,0.3522,0.2174,0.4911,0.516,0.2756,0,Low
Zarnzy,FaZe,Turkey,298,8046,5696.0,6130,1322,40.2,0.71,0.76,0.16,68.8,0.94,46,28,6,0.9292,0.4162,0.2381,0.1839,0.6216,0.7769,0.3398,1,Medium
Snergie,paiN,Belgium,273,7098,4673.0,5341,843,49.1,0.66,0.75,0.12,57.0,0.9,44,32,10,0.8749,0.3828,0.2475,0.1538,0.5789,0.6417,0.3322,1,Medium
Cliskx,GamerLegion,France,318,7950,4532.0,5603,673,34.6,0.57,0.7,0.08,54.8,0.94,42,35,11,0.8089,0.3488,0.2952,0.1231,0.5455,0.7769,0.2396,0,Low
Drven3r,MIBR,Canada,390,9360,7902.0,5375,991,41.6,0.84,0.57,0.11,93.6,1.2,56,31,42,1.4701,0.5343,0.4257,0.1158,0.6437,0.3431,0.6697,2,High
Cllex3r,Virtus.pro,France,330,6930,4413.0,4689,1136,55.4,0.64,0.68,0.16,76.1,1.12,34,19,16,0.9411,0.4092,0.3234,0.2,0.6415,0.5777,0.5172,2,High
fluno0,Eternal Fire,Estonia,350,8400,4670.0,5597,1175,40.7,0.56,0.67,0.14,67.4,0.87,37,41,16,0.8344,0.3691,0.3337,0.2,0.4744,0.5466,0.2535,0,Low
swost7,Vitality,Ukraine,192,5184,3005.0,3402,621,37.0,0.58,0.66,0.12,63.4,0.9,26,33,2,0.8833,0.3702,0.3438,0.1714,0.4407,0.6417,0.2592,0,Low
grell0,OG,Kazakhstan,87,2262,1584.0,1608,444,48.9,0.7,0.71,0.2,70.9,1.11,7,11,5,0.9851,0.4095,0.2891,0.2222,0.3889,0.6094,0.4846,2,High
Stelt1,Eternal Fire,Canada,301,6923,3829.0,4708,1062,53.9,0.55,0.68,0.15,68.8,0.9,39,35,11,0.8133,0.3725,0.3199,0.2143,0.527,0.6417,0.3398,1,Medium
Kolt9,BIG,Mongolia,388,8536,4861.0,5935,1113,41.8,0.57,0.7,0.13,64.9,0.9,38,49,16,0.819,0.3615,0.3047,0.1857,0.4368,0.6417,0.2676,0,Low
nion4k,G2,Sweden,325,8775,5966.0,5851,1070,51.1,0.68,0.67,0.12,74.5,1.03,17,32,21,1.0197,0.4088,0.3332,0.15,0.3469,0.8852,0.4582,2,High
flost5s,Heroic,Latvia,403,9269,5501.0,5675,1431,53.8,0.59,0.61,0.15,74.1,1.01,40,42,19,0.9693,0.3961,0.3877,0.2027,0.4878,0.961,0.4438,1,Medium
Swant3r,Spirit,Estonia,319,7656,4855.0,4772,943,53.8,0.63,0.62,0.12,75.2,1.09,33,26,3,1.0174,0.4047,0.3767,0.16,0.5593,0.6746,0.5022,2,High
klex3r,Vitality,Brazil,183,4026,2427.0,2547,504,40.7,0.6,0.63,0.13,76.2,0.96,23,21,10,0.9529,0.409,0.3674,0.1781,0.5227,0.8484,0.3524,1,Medium
xyre9,Monte,Turkey,100,2700,1566.0,1955,276,48.7,0.58,0.72,0.1,59.5,0.8,13,13,1,0.801,0.355,0.2759,0.1471,0.5,0.3431,0.2422,0,Low
Frent7,TYLOO,Brazil,363,8712,5322.0,6674,831,47.1,0.61,0.77,0.1,64.8,0.86,49,56,17,0.7974,0.3764,0.2339,0.1408,0.4667,0.516,0.2814,0,Low
prace3r,Apeks,Canada,252,6300,3238.0,4329,742,38.0,0.51,0.69,0.12,67.6,0.9,24,47,11,0.748,0.3496,0.3129,0.1905,0.338,0.6417,0.2261,0,Low
blade3r,Astralis,Latvia,84,2268,1266.0,1629,254,38.5,0.56,0.72,0.11,61.2,0.86,13,7,0,0.7772,0.3571,0.2817,0.1642,0.65,0.516,0.2174,0,Low
skion5s,Complexity,Norway,151,3624,2126.0,2453,376,43.2,0.59,0.68,0.1,59.7,0.7,9,24,5,0.8667,0.3483,0.3231,0.1449,0.2727,0.0905,0.1644,0,Low
crodoo,Apeks,Turkey,104,2288,1440.0,1653,206,49.1,0.63,0.72,0.09,70.1,0.89,13,10,2,0.8711,0.3913,0.2775,0.125,0.5652,0.6094,0.3322,1,Medium
Prink5s,TYLOO,Czech Republic,226,6328,3258.0,3985,707,47.9,0.51,0.63,0.11,71.5,0.92,22,37,3,0.8176,0.3593,0.3703,0.1774,0.3729,0.7081,0.3096,1,Medium
nodox,Astralis,Germany,305,7015,4075.0,5033,538,47.0,0.58,0.72,0.08,49.8,0.77,25,40,0,0.8097,0.3221,0.2825,0.1212,0.3846,0.263,0.1942,0,Low
kaze7,MIBR,Netherlands,201,5226,2837.0,3504,547,42.2,0.54,0.67,0.1,75.4,0.84,26,24,5,0.8096,0.3819,0.3295,0.1562,0.52,0.4564,0.2501,0,Low
klex5s,MOUZ,Sweden,100,2600,1468.0,1819,350,39.4,0.56,0.7,0.13,65.3,0.87,11,7,5,0.807,0.3636,0.3004,0.1884,0.6111,0.5466,0.2377,0,Low
flodo3r,FURIA,Brazil,166,3486,2127.0,2156,520,43.4,0.61,0.62,0.15,67.4,0.94,20,16,7,0.9865,0.3922,0.3815,0.1974,0.5556,0.7769,0.3496,1,Medium
Daze9,Heroic,Ukraine,91,2457,1252.0,1729,214,36.3,0.51,0.7,0.09,65.5,0.91,6,13,5,0.7241,0.3387,0.2963,0.15,0.3158,0.6746,0.2103,0,Low
swlex7,Outsiders,Finland,71,1633,734.0,1049,84,47.9,0.45,0.64,0.05,55.4,0.91,9,12,2,0.6997,0.3177,0.3576,0.1,0.4286,0.6746,0.2533,0,Low
