player_name,team,country,maps_played,rounds_played,total_kills,total_deaths,total_assists,headshot_percentage,kills_per_round,deaths_per_round,assists_per_round,damage_per_round,rating,opening_kills,opening_deaths,clutch_wins
swaceer,Heroic,France,378,9450,7097,5492,878,60.8,0.75,0.58,0.09,80.3,1.39,64,35,20
frade4k,Virtus.pro,Finland,183,4575,3079,2843,573,45.0,0.67,0.62,0.13,71.5,0.96,12,12,8
Prazeo,FURIA,Norway,295,7375,5024,4678,1196,50.6,0.68,0.63,0.16,69.3,1.05,25,32,19
Brostix,Heroic,Norway,196,4312,2373,3036,479,42.8,0.55,0.7,0.11,62.4,0.83,26,24,6
Frush7,Virtus.pro,Mongolia,435,10440,7906,6769,1097,43.9,0.76,0.65,0.11,81.9,1.19,73,25,58
Frazez,Imperial,Mongolia,284,6816,4408,4154,811,39.4,0.65,0.61,0.12,79.0,1.01,32,26,18
brven1,MIBR,China,192,4032,1915,3014,515,40.6,0.48,0.75,0.13,63.1,1.02,24,27,3
trikoz,Heroic,China,475,12825,8846,6780,1431,60.4,0.69,0.53,0.11,81.8,1.33,77,43,59
dulfus,G2,Poland,284,5964,3264,4538,1047,36.2,0.55,0.76,0.18,70.3,0.74,20,47,8
shven,Outsiders,United States,85,2040,1262,1291,349,38.4,0.62,0.63,0.17,66.3,1.03,6,8,5
blento,Outsiders,Australia,103,2678,1403,1789,329,46.2,0.52,0.67,0.12,59.2,0.76,12,9,5
zumea,G2,Argentina,208,4368,2838,3316,515,46.0,0.65,0.76,0.12,60.9,0.93,32,34,3
Shveno,Vitality,Latvia,91,2184,1507,1313,373,54.1,0.69,0.6,0.17,79.4,1.02,7,7,3
Brerg7,Eternal Fire,Czech Republic,190,5320,4373,3330,780,63.8,0.82,0.63,0.15,92.1,1.36,18,17,20
swyreo,OG,Ukraine,288,6336,4473,4150,986,56.0,0.71,0.66,0.16,60.2,1.1,29,23,25
stodoy,FaZe,Mongolia,331,8275,5692,5256,1656,45.8,0.69,0.64,0.2,75.4,1.0,24,13,20
nrix1,NIP,Brazil,439,10536,7418,6661,1976,42.2,0.7,0.63,0.19,73.4,1.0,43,41,34
Boombl4,G2,Turkey,394,8668,7568,5152,537,51.2,0.87,0.59,0.06,81.7,1.23,55,36,43
drazeix,Virtus.pro,Czech Republic,248,6200,3840,3635,1197,45.6,0.62,0.59,0.19,72.0,0.94,16,23,25
clodoa,BIG,Sweden,194,5238,4288,2864,396,47.4,0.82,0.55,0.08,86.5,1.26,28,19,13
prunoa,GamerLegion,Russia,157,3768,2290,2538,662,42.9,0.61,0.67,0.18,72.0,1.02,11,13,11
dupreeh,paiN,Russia,283,8207,5720,5496,1482,43.5,0.7,0.67,0.18,62.2,0.97,35,35,18
bryre5s,TYLOO,Bosnia,414,10350,6385,6438,1348,45.5,0.62,0.62,0.13,71.6,1.11,35,34,19
xrix0,SAW,Australia,107,2461,1345,1776,422,41.5,0.55,0.72,0.17,73.5,0.7,14,16,2
Kerger,Imperial,Kazakhstan,349,9074,5993,6253,1161,45.7,0.66,0.69,0.13,76.4,1.08,23,29,22
Zeltz,Vitality,Sweden,216,5832,5012,3327,731,63.5,0.86,0.57,0.13,76.6,1.24,33,23,22
Flopsz,Heroic,Norway,140,3500,2582,2197,602,39.4,0.74,0.63,0.17,68.9,1.06,9,13,8
Flarn7,MOUZ,Czech Republic,193,4825,3799,2773,166,44.3,0.79,0.57,0.03,86.7,1.1,28,17,23
Dongus,Navi,Sweden,312,7800,4046,5158,955,44.0,0.52,0.66,0.12,60.3,0.97,42,49,14
Styre7,TheMongolz,Finland,438,10074,8033,6704,1107,58.2,0.8,0.67,0.11,73.3,1.21,53,33,48
Bliskz,Apeks,Czech Republic,433,10825,9808,7201,554,57.7,0.91,0.67,0.05,74.1,1.24,74,34,47
Styrea,Heroic,United States,371,10759,8330,6162,652,63.7,0.77,0.57,0.06,91.4,1.22,54,37,38
Skunoy,Imperial,Canada,165,3960,2621,2692,703,41.6,0.66,0.68,0.18,70.4,1.01,15,15,7
Blulfy,Outsiders,Bosnia,364,9464,8307,5146,1016,52.6,0.88,0.54,0.11,92.4,1.23,41,20,62
shinki,Vitality,Kazakhstan,407,8547,5501,5489,1648,49.2,0.64,0.64,0.19,77.2,1.07,38,45,20
flant5s,Complexity,Belgium,328,7544,4135,5107,804,48.6,0.55,0.68,0.11,67.2,0.93,32,30,16
zion4k,NIP,Brazil,307,7982,5295,5849,927,52.6,0.66,0.73,0.12,72.8,0.94,40,43,22
clionz,TYLOO,Turkey,241,5543,3029,4060,692,49.0,0.55,0.73,0.12,54.2,0.9,22,31,6
Zace7,G2,Sweden,224,5376,3254,3727,680,38.0,0.61,0.69,0.13,76.5,1.0,22,40,14
friskz,ENCE,France,238,4998,3177,3377,686,32.7,0.64,0.68,0.14,76.6,0.82,40,35,7
Trarkx,Imperial,Brazil,207,5175,4029,3527,960,42.9,0.78,0.68,0.19,76.2,0.97,12,21,5
glostoo,Eternal Fire,Turkey,294,6762,4484,4686,631,36.7,0.66,0.69,0.09,73.5,0.73,44,50,16
trulfx,ENCE,Latvia,300,8700,6298,4496,1070,70.8,0.72,0.52,0.12,70.9,1.27,26,12,32
shopsz,Monte,Netherlands,245,6125,3858,3873,1296,42.4,0.63,0.63,0.21,65.1,1.05,26,16,20
clisky,BIG,Kazakhstan,201,4020,2169,2689,661,46.0,0.54,0.67,0.16,68.3,0.93,27,27,5
Fllexy,Outsiders,France,265,6625,4272,4066,1506,49.2,0.64,0.61,0.23,67.1,0.96,7,20,17
frvenie,Astralis,Latvia,179,4117,2272,3104,600,49.4,0.55,0.75,0.15,70.2,0.89,26,34,2
Fliskus,G2,United States,353,8119,4653,5855,991,28.0,0.57,0.72,0.12,65.0,0.85,41,46,21
shyreo,BIG,Australia,312,8112,4685,5373,680,51.5,0.58,0.66,0.08,68.8,1.03,27,35,17
Kost0,Spirit,Germany,496,12400,10494,7506,2245,55.1,0.85,0.61,0.18,85.8,1.29,94,22,53
Dantz,FaZe,Germany,341,8184,4803,5817,1065,44.0,0.59,0.71,0.13,71.4,0.81,53,20,13
Glush3r,TheMongolz,Ukraine,288,7200,4704,4998,736,38.9,0.65,0.69,0.1,54.9,0.93,49,27,11
zent,GamerLegion,China,184,3864,2551,2187,643,49.0,0.66,0.57,0.17,72.7,1.1,10,15,10
Flentz,TheMongolz,Russia,93,2325,1149,1613,228,50.1,0.49,0.69,0.1,69.2,0.91,10,11,0
Gladea,BIG,Argentina,245,5880,3183,4427,839,41.1,0.54,0.75,0.14,64.4,0.87,31,41,0
prlexa,Monte,Finland,242,5566,3820,3464,891,49.8,0.69,0.62,0.16,72.9,1.09,28,23,8
stellx,Vitality,Ukraine,275,6875,3651,5276,708,49.5,0.53,0.77,0.1,60.3,0.9,13,43,9
frulfus,TheMongolz,Canada,359,8975,8195,5114,976,55.5,0.91,0.57,0.11,87.1,1.22,37,19,34
glikoa,BIG,Mongolia,322,8050,4999,6027,713,31.3,0.62,0.75,0.09,64.5,0.87,33,34,8
crulfi,FaZe,France,152,3800,1900,2410,456,42.2,0.5,0.63,0.12,79.8,1.05,12,9,9
clarki,SAW,Kazakhstan,294,7938,4635,6223,842,50.8,0.58,0.78,0.11,58.7,0.89,49,49,10
Dopsy,FURIA,Netherlands,147,3381,2208,2134,257,47.8,0.65,0.63,0.08,94.3,1.26,16,11,21
Glolt,TheMongolz,Mongolia,175,3500,2273,2446,628,45.0,0.65,0.7,0.18,71.2,1.04,14,15,7
sninkus,FURIA,Netherlands,74,2072,1377,1487,214,31.6,0.66,0.72,0.1,60.4,0.88,13,6,4
fruno7,Heroic,Czech Republic,86,1978,1271,1358,212,52.7,0.64,0.69,0.11,70.3,0.81,11,9,2
zumezy,G2,Germany,226,4520,3638,2675,414,52.5,0.8,0.59,0.09,96.5,1.2,49,20,20
Drongzy,Imperial,China,89,2492,1770,1534,328,48.1,0.71,0.62,0.13,69.0,1.08,4,9,4
Clulf1,Fnatic,Poland,174,3828,2520,2305,627,44.2,0.66,0.6,0.16,65.8,0.89,19,10,12
Glink3r,Apeks,Norway,234,5616,4225,2915,1035,63.5,0.75,0.52,0.18,89.4,1.23,32,23,15
Kazez,Astralis,Finland,348,7656,4886,5073,1234,37.8,0.64,0.66,0.16,74.2,1.06,24,32,20
nush,GamerLegion,United States,328,7872,5464,5168,1064,46.0,0.69,0.66,0.14,67.6,0.98,29,37,20
Stodo9,Virtus.pro,Sweden,160,3200,2652,2020,340,52.2,0.83,0.63,0.11,83.1,1.28,23,13,14
flarkoo,Lynn Vision,Argentina,102,2652,1920,1997,346,35.6,0.72,0.75,0.13,66.2,0.94,12,16,5
drell3r,MIBR,United States,300,7200,4688,4762,1414,50.2,0.65,0.66,0.2,70.9,1.04,22,20,10
Trentz,Spirit,Ukraine,82,1886,1345,1208,304,39.8,0.71,0.64,0.16,72.6,1.02,7,7,2
Zace,NIP,Australia,349,8027,5101,5477,1040,42.1,0.64,0.68,0.13,73.1,0.93,38,27,12
Brella,Complexity,Sweden,111,2442,1420,1714,510,48.3,0.58,0.7,0.21,75.8,1.0,14,11,7
skosty,GamerLegion,Belgium,134,3618,2201,2537,497,35.7,0.61,0.7,0.14,52.6,0.96,13,20,7
Flush0,Monte,United States,164,3936,2298,2507,450,45.2,0.58,0.64,0.11,70.7,1.01,14,25,4
Blaze5s,Vitality,Turkey,398,9552,6980,6092,1618,47.8,0.73,0.64,0.17,73.0,1.01,39,29,36
trops7,BIG,Canada,245,6370,4006,4238,966,51.0,0.63,0.67,0.15,66.4,0.99,13,18,10
kolt7,BIG,Bosnia,439,10536,8390,5382,1095,54.4,0.8,0.51,0.1,93.4,1.22,54,18,33
xiskz,Astralis,Belgium,388,8924,6095,5630,1504,44.1,0.68,0.63,0.17,66.3,0.95,20,40,26
Tryre4k,Virtus.pro,Czech Republic,283,7358,4604,4075,1135,40.3,0.63,0.55,0.15,68.5,1.04,21,30,12
trunoz,MOUZ,Mongolia,234,5382,2825,3814,463,38.6,0.52,0.71,0.09,66.2,0.82,39,37,18
drionie,NIP,Sweden,205,4920,3350,3192,922,47.4,0.68,0.65,0.19,64.5,0.98,16,13,12
bruno,Lynn Vision,Kazakhstan,398,9154,6624,6090,581,51.5,0.72,0.67,0.06,89.3,1.3,48,36,30
Kolt1,Navi,Netherlands,82,1886,1272,1187,405,36.9,0.67,0.63,0.22,68.4,0.96,6,9,6
Shodoz,FURIA,Belgium,335,8710,5496,4924,1691,46.7,0.63,0.57,0.19,61.3,0.93,20,30,22
skulf9,TheMongolz,Bosnia,414,8694,7449,4771,1148,48.3,0.86,0.55,0.13,81.8,1.23,51,44,49
Nadei,MIBR,Belgium,131,3537,2741,2010,149,44.6,0.78,0.57,0.04,96.0,1.1,21,9,8
Xong1,BIG,Norway,240,6240,3855,4321,695,41.4,0.62,0.69,0.11,63.0,0.95,23,44,2
Skonga,GamerLegion,Mongolia,298,7748,4807,4567,1361,40.6,0.62,0.59,0.18,68.6,1.02,25,36,11
brvena,MIBR,Bosnia,496,12896,11009,7080,1572,59.5,0.85,0.55,0.12,87.2,1.29,75,33,71
Trodo,Liquid,Turkey,82,1886,1249,1395,186,39.0,0.66,0.74,0.1,67.2,0.93,7,13,2
kuno9,MOUZ,Poland,377,9802,6741,6108,1728,43.4,0.69,0.62,0.18,65.1,1.02,33,42,22
nodo0,BIG,Mongolia,329,7567,5378,4958,1083,37.1,0.71,0.66,0.14,80.6,1.07,30,23,25
Sniko,Apeks,Germany,365,10585,6093,7450,1358,38.6,0.58,0.7,0.13,62.8,1.0,47,47,1
Xong4k,Eternal Fire,Belgium,411,9864,7689,6390,1318,55.7,0.78,0.65,0.13,76.5,1.34,53,39,37
snent5s,Liquid,Belgium,292,6716,3907,4866,769,31.7,0.58,0.72,0.11,73.1,0.96,34,28,4
Grlex,GamerLegion,Denmark,493,11339,9339,7001,1122,49.3,0.82,0.62,0.1,107.4,1.31,87,48,67
Snveno,G2,Mongolia,354,9912,5215,7690,980,38.8,0.53,0.78,0.1,78.0,0.9,45,37,25
xaze3r,FaZe,China,149,3874,2171,2671,582,52.5,0.56,0.69,0.15,65.8,0.88,15,21,12
Xeltie,Navi,Mongolia,180,4500,2139,3467,625,53.5,0.48,0.77,0.14,70.6,0.91,29,24,10
flion5s,Astralis,Germany,61,1342,691,1022,122,36.7,0.52,0.76,0.09,65.5,0.88,9,7,2
Crush7,FaZe,Norway,208,5824,3721,3592,853,45.7,0.64,0.62,0.15,89.8,1.0,10,16,17
Numeus,Navi,Sweden,83,2075,1292,1471,213,39.2,0.62,0.71,0.1,50.2,0.92,7,10,4
zarnoo,Heroic,Estonia,122,2684,1454,1843,251,38.0,0.54,0.69,0.09,66.4,0.86,13,12,5
Xadeer,Imperial,Sweden,391,8602,5120,5438,1554,49.1,0.6,0.63,0.18,64.6,0.98,22,25,19
snelty,FURIA,Norway,100,2400,1395,1689,341,43.5,0.58,0.7,0.14,74.1,0.83,14,9,1
Brant9,Complexity,Germany,149,3576,2030,2198,638,43.6,0.57,0.61,0.18,78.4,1.0,14,12,12
clant0,BIG,Denmark,351,8775,5946,5313,1093,44.8,0.68,0.61,0.12,75.4,0.97,29,34,16
swelt7,Navi,Finland,310,7130,6133,4226,815,49.0,0.86,0.59,0.11,84.8,1.31,25,29,23
snusha,TheMongolz,Estonia,350,8400,5266,5974,1137,45.3,0.63,0.71,0.14,66.5,0.95,30,40,16
brell9,Lynn Vision,Kazakhstan,192,4416,2579,3181,623,43.0,0.58,0.72,0.14,66.8,0.89,24,23,7
Dveny,Monte,Kazakhstan,368,9200,7744,5002,324,50.0,0.84,0.54,0.04,93.3,1.24,43,24,32
Crenter,Apeks,Turkey,245,5880,4327,3737,1241,49.7,0.74,0.64,0.21,55.7,1.0,22,15,16
zerg7,G2,Argentina,346,8996,4916,6481,804,46.4,0.55,0.72,0.09,74.3,0.94,56,47,4
Crant9,Spirit,Germany,206,5150,4215,3050,442,55.8,0.82,0.59,0.09,93.9,1.22,35,18,9
zyreo,Astralis,Germany,87,2001,1441,1387,359,38.6,0.72,0.69,0.18,78.3,0.89,9,4,3
snanti,MIBR,Australia,217,4991,3182,3346,679,50.9,0.64,0.67,0.14,70.4,1.01,17,22,17
flolt7,MIBR,Turkey,359,8257,5556,5111,1181,50.4,0.67,0.62,0.14,65.8,0.92,22,40,25
grumeix,Cloud9,Estonia,286,7150,4444,4726,1229,37.4,0.62,0.66,0.17,65.1,1.0,18,20,17
Clrixzy,ENCE,Estonia,353,9178,7377,5818,589,52.8,0.8,0.63,0.06,91.6,1.37,55,39,44
glarn5s,Complexity,Germany,361,7581,4799,5011,1132,52.4,0.63,0.66,0.15,70.1,0.9,29,35,18
Kodo9,FaZe,United States,466,13048,11631,6694,1607,60.5,0.89,0.51,0.12,76.0,1.1,76,39,36
flionie,NIP,Russia,282,7614,5390,5248,1101,46.7,0.71,0.69,0.14,70.8,0.92,15,29,23
sniko4k,Astralis,Ukraine,239,5736,3525,3718,1073,45.4,0.61,0.65,0.19,78.9,0.89,12,22,13
shinkz,GamerLegion,Mongolia,383,8043,5439,4699,847,47.4,0.68,0.58,0.11,78.5,1.07,28,38,8
shelter,Monte,Canada,332,7968,4694,5488,879,28.0,0.59,0.69,0.11,78.2,0.86,26,62,17
Kumey,BIG,Germany,332,8632,5271,5597,1439,52.6,0.61,0.65,0.17,77.1,1.06,28,34,17
Crulfx,Complexity,Finland,356,9612,5610,5938,1701,51.4,0.58,0.62,0.18,67.4,0.99,21,31,18
Swong3r,Imperial,Sweden,404,10504,6802,7630,1661,48.1,0.65,0.73,0.16,73.6,0.9,21,50,35
Skong4k,Vitality,Sweden,208,4160,3289,2360,637,52.8,0.79,0.57,0.15,99.0,1.2,28,13,22
Xodo3r,Spirit,Finland,297,7128,4194,4964,332,42.8,0.59,0.7,0.05,70.1,0.83,44,37,8
Stuno5s,Navi,Sweden,67,1608,978,1147,172,32.6,0.61,0.71,0.11,64.1,0.86,5,10,3
glodo0,BIG,Kazakhstan,302,8154,7027,4168,868,61.5,0.86,0.51,0.11,79.7,1.39,36,29,30
sniko3r,Heroic,Latvia,267,6408,4132,4162,1008,46.5,0.64,0.65,0.16,73.0,1.05,17,24,24
Frentus,Cloud9,United States,148,4292,2489,2842,560,51.2,0.58,0.66,0.13,77.5,1.09,12,15,11
b1t,Fnatic,Poland,191,4584,3304,3034,609,41.8,0.72,0.66,0.13,84.8,1.01,19,23,11
Drulfx,Astralis,Germany,344,6880,4123,3996,1339,55.7,0.6,0.58,0.19,69.3,0.98,16,20,19
Preltx,Complexity,Kazakhstan,296,7104,4657,4533,1306,55.3,0.66,0.64,0.18,70.0,1.04,16,33,18
prade,SAW,France,113,2938,1578,2041,455,31.7,0.54,0.69,0.16,63.5,0.86,15,16,5
clink9,TheMongolz,Czech Republic,195,3900,2495,2768,547,38.5,0.64,0.71,0.14,67.7,0.96,23,30,5
skiko7,Complexity,France,321,7704,5132,5121,1409,44.2,0.67,0.66,0.18,73.8,0.95,31,38,7
Bleltzy,Spirit,Kazakhstan,135,3375,2971,1719,392,54.3,0.88,0.51,0.12,92.9,1.15,15,14,9
drink3r,NIP,Mongolia,397,9131,5627,6130,1222,41.4,0.62,0.67,0.13,56.0,0.84,57,57,29
Stunoi,GamerLegion,Sweden,283,7075,4888,3866,989,47.7,0.69,0.55,0.14,64.2,1.06,9,37,20
cliko3r,TYLOO,Ukraine,383,10724,7429,7007,1217,59.4,0.69,0.65,0.11,67.1,0.91,51,47,9
Stelly,FURIA,Estonia,195,5265,4568,2889,346,54.6,0.87,0.55,0.07,96.4,1.33,32,14,5
Grrix3r,Cloud9,Bosnia,128,3072,1991,2081,482,52.1,0.65,0.68,0.16,69.3,1.09,11,12,6
stostz,Navi,Brazil,179,4296,2331,3135,741,47.8,0.54,0.73,0.17,60.3,0.85,22,30,2
Derg,Vitality,Belgium,150,3450,2885,1900,161,45.3,0.84,0.55,0.05,87.7,1.17,22,15,14
Kentix,Spirit,Ukraine,84,2184,1582,1270,386,41.8,0.72,0.58,0.18,74.4,0.98,4,7,5
kaze3r,BIG,Estonia,280,5880,3675,4181,944,39.3,0.63,0.71,0.16,62.5,0.89,25,24,7
graze,paiN,Australia,255,5865,3485,4104,897,44.3,0.59,0.7,0.15,75.8,1.04,24,15,15
xelty,paiN,Czech Republic,193,4632,2774,3255,626,46.8,0.6,0.7,0.14,55.5,0.72,23,20,7
zoltx,G2,Czech Republic,186,4650,3362,2882,883,48.7,0.72,0.62,0.19,80.8,1.0,18,13,11
xulf4k,Imperial,Finland,71,1846,986,1374,257,37.9,0.53,0.74,0.14,67.3,0.8,10,12,0
Gliko4k,Spirit,France,341,8525,5063,6154,1275,37.3,0.59,0.72,0.15,67.3,0.95,42,57,29
Narka,NIP,Russia,86,2236,1317,1543,238,35.6,0.59,0.69,0.11,70.6,0.84,7,13,6
Flrixzy,Liquid,China,395,9085,5604,5719,1767,40.2,0.62,0.63,0.19,70.9,1.06,18,46,26
Prost0,Cloud9,Poland,123,2952,1679,1847,568,45.1,0.57,0.63,0.19,70.5,1.02,10,10,4
Swinkx,BIG,Argentina,460,11960,9746,6067,715,52.4,0.81,0.51,0.06,85.5,1.25,75,31,36
skelta,SAW,Sweden,398,8756,7835,5564,843,56.3,0.89,0.64,0.1,88.6,1.14,55,29,44
zoltix,NIP,Kazakhstan,119,2737,1664,1614,421,32.9,0.61,0.59,0.15,67.9,0.92,13,12,7
Stongx,Complexity,Turkey,212,5088,2869,3730,711,30.6,0.56,0.73,0.14,65.9,0.82,21,29,6
Swaze7,BIG,China,103,2472,1430,1668,281,44.1,0.58,0.67,0.11,53.3,0.88,10,17,3
swven4k,Outsiders,Argentina,120,3000,1693,2030,338,31.1,0.56,0.68,0.11,48.5,0.78,11,15,9
Crazeix,Imperial,China,316,7584,5110,5161,472,43.6,0.67,0.68,0.06,66.3,0.76,28,49,10
clolt,MOUZ,Norway,397,8337,5698,5154,1378,50.1,0.68,0.62,0.17,69.2,0.88,27,30,24
snlex9,Fnatic,Germany,249,5976,3793,4194,650,39.3,0.63,0.7,0.11,65.3,0.92,14,27,15
Blaze9,Eternal Fire,Netherlands,140,3360,1994,2055,266,50.9,0.59,0.61,0.08,63.8,0.91,20,14,2
frong5s,Spirit,Turkey,237,5451,3370,3170,870,44.8,0.62,0.58,0.16,74.8,1.07,16,24,16
Prinkz,Imperial,Sweden,133,2793,1465,1853,369,33.0,0.52,0.66,0.13,74.2,1.0,16,17,9
tracex,SAW,China,290,7540,5550,4966,1288,40.3,0.74,0.66,0.17,78.6,0.88,27,13,17
clulfx,ENCE,Mongolia,210,5670,4619,3024,451,69.7,0.81,0.53,0.08,95.3,1.12,32,20,21
Zvenus,G2,Netherlands,343,8575,4659,5919,999,51.1,0.54,0.69,0.12,67.3,0.88,45,56,22
Prunozy,Spirit,Argentina,124,2852,1470,1958,280,42.8,0.52,0.69,0.1,59.2,0.88,19,18,4
Clumeus,Vitality,Denmark,437,11799,7680,8065,1742,49.7,0.65,0.68,0.15,70.9,1.04,47,47,36
Crade5s,Liquid,France,126,3024,1987,1848,470,43.3,0.66,0.61,0.16,68.7,0.92,8,12,5
crionus,MIBR,Sweden,163,3912,2514,2445,760,47.1,0.64,0.63,0.19,64.5,0.99,11,20,3
sniskx,ENCE,Denmark,147,3675,2185,2333,521,34.3,0.59,0.64,0.14,65.7,0.89,13,14,6
Swost9,paiN,Russia,180,4680,2585,2982,781,45.4,0.55,0.64,0.17,74.8,0.98,16,13,3
trodoo,MIBR,Norway,133,3059,1577,2087,457,43.2,0.52,0.68,0.15,61.5,0.84,17,15,1
noltz,Fnatic,Norway,87,2175,1540,1342,481,54.0,0.71,0.62,0.22,79.3,0.99,7,7,4
Kaze1,Eternal Fire,Argentina,318,8586,7127,4750,908,50.1,0.83,0.55,0.11,93.7,1.18,42,30,53
Kongzy,Complexity,Belgium,364,9100,5452,5907,1074,45.5,0.6,0.65,0.12,67.0,1.1,37,35,22
swaze1,Apeks,Ukraine,366,8784,5442,6076,1337,35.0,0.62,0.69,0.15,63.8,0.85,41,66,7
Dinkz,Outsiders,Germany,317,7291,5052,5463,441,48.8,0.69,0.75,0.06,56.7,0.86,35,31,13
kyreus,OG,Australia,407,8954,7401,5541,356,46.1,0.83,0.62,0.04,91.2,1.22,51,39,31
kenty,GamerLegion,Belgium,403,9672,7607,4180,892,53.7,0.79,0.43,0.09,87.4,1.16,55,33,38
arT,MOUZ,Canada,386,8878,4642,6016,647,35.6,0.52,0.68,0.07,60.2,1.02,45,35,23
Snush5s,TheMongolz,Canada,373,8579,5258,5685,978,43.3,0.61,0.66,0.11,57.3,0.76,51,40,13
shodo5s,Navi,Australia,321,7704,6271,4402,535,54.0,0.81,0.57,0.07,98.3,1.31,48,17,18
snolt4k,G2,Belgium,441,10584,6268,7056,2155,41.2,0.59,0.67,0.2,78.3,0.99,47,25,27
dev1ce,MIBR,Mongolia,184,4600,2945,2939,903,46.6,0.64,0.64,0.2,69.5,0.99,16,22,12
drade0,Navi,Argentina,85,1785,1228,1050,198,33.4,0.69,0.59,0.11,78.6,0.88,6,7,4
shyre1,MIBR,Kazakhstan,381,9906,5258,6639,1152,34.7,0.53,0.67,0.12,67.5,0.82,33,53,15
Frodoo,ENCE,Sweden,194,5044,3333,3250,879,41.7,0.66,0.64,0.17,63.6,0.8,23,28,5
crisko,Cloud9,Mongolia,128,3200,1740,2287,513,41.6,0.54,0.71,0.16,58.7,0.75,14,20,4
Clergo,Monte,Australia,267,6408,4798,3591,672,50.8,0.75,0.56,0.1,99.0,1.35,36,25,37
Drixix,MOUZ,Ukraine,328,8856,6187,5512,958,47.3,0.7,0.62,0.11,73.1,1.01,30,32,23
Xent3r,BIG,Brazil,423,9729,7203,5380,945,58.1,0.74,0.55,0.1,88.7,1.35,41,23,31
Frinky,Imperial,Australia,217,4991,2846,3698,506,29.3,0.57,0.74,0.1,72.1,0.82,22,33,7
Zosty,SAW,France,381,9525,5496,7148,869,40.6,0.58,0.75,0.09,63.2,0.93,42,42,26
shush0,MIBR,Poland,355,8520,4937,6139,1271,46.3,0.58,0.72,0.15,72.3,0.85,42,50,20
Frulfy,TYLOO,Ukraine,189,4536,2932,3251,223,43.6,0.65,0.72,0.05,73.7,0.79,37,29,6
Nellie,Virtus.pro,Latvia,347,9022,5438,6456,1223,44.9,0.6,0.72,0.14,65.1,0.92,52,51,19
Dikoy,Outsiders,Netherlands,227,5221,3350,3481,804,48.6,0.64,0.67,0.15,64.3,0.88,11,11,17
blyre,Lynn Vision,Kazakhstan,122,2806,1804,1819,343,43.8,0.64,0.65,0.12,74.5,0.98,8,12,7
Grong3r,Heroic,Latvia,172,4128,3129,2532,323,54.2,0.76,0.61,0.08,87.7,1.27,16,23,24
gropsx,Navi,Belgium,250,5750,3380,3522,590,30.4,0.59,0.61,0.1,71.8,0.82,37,37,18
Niskus,Complexity,Norway,273,7098,5348,4886,1130,59.5,0.75,0.69,0.16,83.8,1.03,12,21,18
Kolta,Vitality,Norway,330,7590,4810,4701,1097,53.6,0.63,0.62,0.14,69.3,1.03,31,40,20
Dergoo,TYLOO,Norway,355,8875,5232,6223,1898,58.3,0.59,0.7,0.21,82.1,1.05,36,28,24
Shosta,SAW,Kazakhstan,130,3250,1826,2185,360,49.4,0.56,0.67,0.11,59.9,0.81,15,19,4
Snong,Monte,France,171,4788,2512,3737,491,40.2,0.52,0.78,0.1,61.5,0.85,17,24,7
Kace4k,Virtus.pro,United States,65,1365,786,955,61,41.5,0.58,0.7,0.04,69.7,0.93,7,11,3
sterg4k,Cloud9,Canada,169,4394,2494,2723,558,49.3,0.57,0.62,0.13,72.1,0.7,22,28,2
Gladeix,NIP,Brazil,109,2398,1307,1681,341,41.7,0.55,0.7,0.14,64.4,0.8,16,15,2
Prinkie,G2,Mongolia,341,7843,6108,4933,581,65.4,0.78,0.63,0.07,89.8,1.29,48,36,37
Snolto,ENCE,Czech Republic,382,8786,5477,5168,1346,47.1,0.62,0.59,0.15,67.6,1.03,36,34,20
zaceo,Heroic,Estonia,137,3288,2859,1918,222,54.7,0.87,0.58,0.07,92.5,1.24,12,7,16
Trulfz,Liquid,Estonia,386,10422,6046,7003,921,38.1,0.58,0.67,0.09,61.9,0.87,62,37,21
zost4k,NIP,France,431,12068,10433,7022,1593,53.1,0.86,0.58,0.13,84.2,1.26,56,36,30
drazeoo,Navi,Netherlands,324,8100,4928,4990,1503,50.7,0.61,0.62,0.19,65.3,1.1,13,39,22
Flushoo,SAW,Ukraine,299,7475,4628,5993,1119,41.7,0.62,0.8,0.15,61.9,0.97,14,33,13
glantus,Monte,Estonia,204,5508,3018,3867,577,37.0,0.55,0.7,0.1,71.8,0.92,11,22,1
skink5s,Spirit,Sweden,371,9646,6200,6523,1169,46.1,0.64,0.68,0.12,62.4,1.01,28,29,19
dryrei,MOUZ,Netherlands,247,6669,4051,4521,1018,46.4,0.61,0.68,0.15,74.1,1.06,25,18,15
Prodo0,G2,Canada,147,3822,2147,2555,632,50.0,0.56,0.67,0.17,75.4,0.99,10,8,12
Stark3r,G2,Brazil,250,5250,2772,4169,616,37.4,0.53,0.79,0.12,65.6,0.77,37,40,9
xarkx,Liquid,Sweden,177,4248,2451,2875,510,46.4,0.58,0.68,0.12,64.9,0.86,15,33,3
flarkie,FURIA,Poland,336,7728,3722,5499,1214,35.2,0.48,0.71,0.16,63.9,0.94,54,55,13
skolti,MOUZ,China,161,4025,2704,2543,833,47.4,0.67,0.63,0.21,73.1,1.1,10,15,12
tabseN,Navi,Latvia,113,2599,1690,1893,372,36.6,0.65,0.73,0.14,61.2,1.02,13,24,5
glodous,Imperial,Netherlands,119,2975,1781,2112,449,46.8,0.6,0.71,0.15,71.2,0.98,12,8,5
